Prime Contract ID,Contract Includes Sub Vendors,Vendor Record Type,Prime Vendor,Prime Vendor M/WBE Category,Prime Contract Purpose,Prime Contract Current Amount,Prime Contract Original Amount,Prime Vendor Spend to Date,Prime Contract Start Date,Prime Contract End Date,Prime Contract Registration Date,Prime Woman Owned Business,Prime Emerging Business,Prime Contracting Agency,OCA Number,Prime Contract Version,FMS Document/Parent Contract ID,Prime Contract Type,Prime Contract Award Method,Prime Contract Expense Category,Prime Contract Industry,Prime Contract PIN,Prime Contract APT PIN,% COVID Spending,% Other Spending,Sub Vendor,Sub Vendor M/WBE Category,Sub Contract Purpose,Subcontract Status,Sub Contract Industry,Sub Contract Current Amount,Sub Contract Original Amount,Sub Vendor Paid to Date,Sub Contract Start Date,Sub Contract End Date,Sub Contract Reference ID,Sub Woman Owned Business,Sub Emerging Business,Prime Vendor Match,Sub Vendor Match
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,SIRINA FIRE PROTECTION CORP,Hispanic American,Fire Protection/Sprinkler,ACCO Reviewing Subcontract,Construction Services,272500.0,272500.0,0.0,5/1/2025,2/4/2026,024,No ,No ,JEMCO ELECTRICAL CONTRACTORS INC,SIRINA FIRE PROTECTION CORP
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,TEDCO GROUP INC,Hispanic American,HVAC/Mechanical Scope,ACCO Reviewing Subcontract,Construction Services,1380000.0,1380000.0,0.0,3/1/2025,2/2/2026,022,No ,No ,JEMCO ELECTRICAL CONTRACTORS INC,TEDCO GROUP INC
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,ATCO CONTRACTING GROUP INC,Women (Non-Minority),Abatement,No Subcontract Payments Submitted,Construction Services,200000.0,200000.0,0.0,1/1/2025,2/28/2025,017,Yes,No ,JEMCO ELECTRICAL CONTRACTORS INC,ATCO CONTRACTING GROUP INC
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,AMG DEMOLITION INC,Women (Non-Minority),Demolition,ACCO Reviewing Subcontract,Construction Services,1050000.0,1050000.0,0.0,1/1/2025,3/31/2025,015,Yes,No ,JEMCO ELECTRICAL CONTRACTORS INC,AMG DEMOLITION INC
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,EASTERN LANDSCAPE CONTRACTORS INC,Women (Non-Minority),Landscaping,ACCO Reviewing Subcontract,Construction Services,112862.75,112862.75,0.0,1/1/2026,3/2/2026,021,Yes,No ,JEMCO ELECTRICAL CONTRACTORS INC,EASTERN LANDSCAPE CONTRACTORS INC
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,BENCO INC,Women (Non-Minority),Toilet Accessories & Partitions,ACCO Reviewing Subcontract,Construction Services,129065.0,129065.0,0.0,7/1/2025,2/16/2026,018,Yes,No ,JEMCO ELECTRICAL CONTRACTORS INC,BENCO INC
CT184620258801538,yes,Sub Vendor,JEMCO ELECTRICAL CONTRACTORS INC,Non-M/WBE,Q021-119M Reconstruction of the Garage in Cunningham Park,0.0,0.0,0.0,11/1/2024,5/3/2026,8/19/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,CONSTRUCTION-BUILDINGS,Construction Services,84621B0097001,,0,0,CITY STORE GATES MFG CORP,Non-M/WBE,Install Garage Roll Down Gates,No Subcontract Payments Submitted,Construction Services,324000.0,324000.0,0.0,8/1/2025,2/18/2026,019,No ,No ,JEMCO ELECTRICAL CONTRACTORS INC,CITY STORE GATES MFG CORP
CT184620258801279,yes,Prime Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,2600000.0,2600000.0,529198.95,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,1015653389.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,J PIZZIRUSSO LANDSCAPING CORP,Not Applicable
CT184620258801279,yes,Sub Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,0.0,0.0,0.0,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,SUN STAR INDUSTRIES CORPORATION,Black American,Trucking Services,ACCO Reviewing Subcontract,Construction Services,55000.0,55000.0,0.0,11/18/2024,9/2/2025,008,No ,No ,J PIZZIRUSSO LANDSCAPING CORP,SUN STAR INDUSTRIES CORPORATION
CT184620258801279,yes,Sub Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,0.0,0.0,0.0,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,ANTONIO NATALE LANDSCAPING INC,Women (Non-Minority),Planting Trees and Tree Guard Installation,ACCO Canceled Subcontract,Construction Services,50000.0,50000.0,0.0,11/18/2024,9/2/2025,006,Yes,No ,J PIZZIRUSSO LANDSCAPING CORP,ANTONIO NATALE LANDSCAPING INC
CT184620258801279,yes,Sub Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,0.0,0.0,0.0,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,MAC CONTRACTING OF SI INC,Hispanic American,Trucking Services,ACCO Reviewing Subcontract,Construction Services,55000.0,55000.0,0.0,11/18/2024,9/2/2025,009,Yes,No ,J PIZZIRUSSO LANDSCAPING CORP,MAC CONTRACTING OF SI INC
CT184620258801279,yes,Sub Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,0.0,0.0,0.0,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,SUN STAR INDUSTRIES CORPORATION,Black American,Trucking Services,ACCO Reviewing Subcontract,Construction Services,55000.0,55000.0,0.0,10/29/2024,9/2/2025,003,No ,No ,J PIZZIRUSSO LANDSCAPING CORP,SUN STAR INDUSTRIES CORPORATION
CT184620258801279,yes,Sub Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,0.0,0.0,0.0,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,ANTONIO NATALE LANDSCAPING INC,Women (Non-Minority),Planting Trees and Tree Guard Installation,ACCO Canceled Subcontract,Construction Services,50000.0,50000.0,0.0,10/29/2024,9/2/2025,005,Yes,No ,J PIZZIRUSSO LANDSCAPING CORP,ANTONIO NATALE LANDSCAPING INC
CT184620258801279,yes,Sub Vendor,J PIZZIRUSSO LANDSCAPING CORP,Non-M/WBE,BG-123M: Brooklyn Street Tree Planting Community Boards 12,0.0,0.0,0.0,9/3/2024,9/2/2025,8/2/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0075001,,0,0,MAC CONTRACTING OF SI INC,Hispanic American,Trucking Services,ACCO Reviewing Subcontract,Construction Services,55000.0,55000.0,0.0,10/29/2024,9/2/2025,002,Yes,No ,J PIZZIRUSSO LANDSCAPING CORP,MAC CONTRACTING OF SI INC
CT184620258801154,yes,Prime Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,3237477.4,3237477.4,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,PMY CONSTRUCTION CORP,Not Applicable
CT184620258801154,yes,Sub Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,0.0,0.0,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,CMI SERVICES CORP,Non-M/WBE,Video inspection for Drainage,No Subcontract Payments Submitted,Construction Services,1680.0,1680.0,0.0,10/1/2024,9/29/2025,014,No ,No ,PMY CONSTRUCTION CORP,CMI SERVICES CORP
CT184620258801154,yes,Sub Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,0.0,0.0,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,CNZ CONSTRUCTION CORP,Non-M/WBE,Safety surface installation,No Subcontract Payments Submitted,Construction Services,152700.0,152700.0,0.0,1/1/2025,9/29/2025,013,No ,No ,PMY CONSTRUCTION CORP,CNZ CONSTRUCTION CORP
CT184620258801154,yes,Sub Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,0.0,0.0,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,LES CONSTRUCTIONS PRO GITE INC,Non-M/WBE,Supply and installation of synthetic turf,ACCO Reviewing Subcontract,Construction Services,27000.0,27000.0,0.0,3/1/2025,9/29/2025,009,No ,No ,PMY CONSTRUCTION CORP,LES CONSTRUCTIONS PRO GITE INC
CT184620258801154,yes,Sub Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,0.0,0.0,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,CRAIG SULLIVAN THE AVANT GARDNER LLC,Non-M/WBE,Treework and landscape work,ACCO Reviewing Subcontract,Construction Services,49000.0,49000.0,0.0,10/1/2024,9/29/2025,006,No ,No ,PMY CONSTRUCTION CORP,CRAIG SULLIVAN THE AVANT GARDENER LLC
CT184620258801154,yes,Sub Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,0.0,0.0,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,LERCO ELECTRIC LLC,Hispanic American,Electrical Work,ACCO Reviewing Subcontract,Construction Services,126000.0,126000.0,0.0,10/1/2024,9/29/2025,005,No ,No ,PMY CONSTRUCTION CORP,LERCO ELECTRIC LLC
CT184620258801154,yes,Sub Vendor,PMY CONSTRUCTION CORP,Asian American,M110-122M William McCray Playground Reconstruction,0.0,0.0,0.0,9/30/2024,9/29/2025,9/9/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0084001,,0,0,INCITY ENTERPRISES INC,Black American,"Steel fencing, Chain link fencing",ACCO Reviewing Subcontract,Construction Services,177175.0,177175.0,0.0,10/1/2024,9/29/2025,004,No ,No ,PMY CONSTRUCTION CORP,INCITY ENTERPRISES INC
CT184620248809814,yes,Prime Vendor,BIB SERVICES CORP,Black American,QG-1623M Queens Tree Damaged Reconst in FY23 in CBs 3&4,999999.0,999999.0,402209.95,8/5/2024,8/4/2025,6/28/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,,IOTB CONSTRUCTION,Construction Services,84624W0025001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,BIB SERVICES CORP,Not Applicable
CT184620248809814,yes,Sub Vendor,BIB SERVICES CORP,Black American,QG-1623M Queens Tree Damaged Reconst in FY23 in CBs 3&4,0.0,0.0,0.0,8/5/2024,8/4/2025,6/28/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,M/WBE SMALL PURCHASE,IOTB CONSTRUCTION,Construction Services,84624W0025001,,0,0,KNR MANAGEMENT INC,Asian American,Sitework,ACCO Reviewing Subcontract,Construction Services,75000.0,75000.0,0.0,12/2/2024,8/4/2025,002,No ,No ,BIB SERVICES CORP,KNR MANAGEMENT INC
CT184620248809814,yes,Sub Vendor,BIB SERVICES CORP,Black American,QG-1623M Queens Tree Damaged Reconst in FY23 in CBs 3&4,0.0,0.0,0.0,8/5/2024,8/4/2025,6/28/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,M/WBE SMALL PURCHASE,IOTB CONSTRUCTION,Construction Services,84624W0025001,,0,0,KNR MANAGEMENT INC,Black American,Sitework,ACCO Reviewing Subcontract,Construction Services,75000.0,75000.0,0.0,12/2/2024,8/4/2025,002,No ,No ,BIB SERVICES CORP,KNR MANAGEMENT INC
CT184620248809814,yes,Sub Vendor,BIB SERVICES CORP,Black American,QG-1623M Queens Tree Damaged Reconst in FY23 in CBs 3&4,0.0,0.0,0.0,8/5/2024,8/4/2025,6/28/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,M/WBE SMALL PURCHASE,IOTB CONSTRUCTION,Construction Services,84624W0025001,,0,0,MAC CONTRACTING OF SI INC,Hispanic American,Trucking,No Subcontract Payments Submitted,Construction Services,65000.0,65000.0,0.0,8/5/2024,8/4/2025,001,Yes,No ,BIB SERVICES CORP,MAC CONTRACTING OF SI INC
CT184620248809798,yes,Prime Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,QG-323M: Queens Street Tree Planting FY23,7120000.0,7120000.0,915799.4,6/30/2024,6/29/2026,7/25/2024,No ,No ,Department of Parks and Recreation,1015599150.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0082001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,Not Applicable
CT184620248809798,yes,Sub Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,QG-323M: Queens Street Tree Planting FY23,0.0,0.0,0.0,6/30/2024,6/29/2026,7/25/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0082001,,0,0,EAST END SOLUTIONS INC,Women (Non-Minority),SUPPLY & INSTALL TREE GUARDS,No Subcontract Payments Submitted,Construction Services,35600.0,35600.0,0.0,6/30/2024,6/29/2026,002,Yes,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,EAST END SOLUTIONS INC
CT184620248809798,yes,Sub Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,QG-323M: Queens Street Tree Planting FY23,0.0,0.0,0.0,6/30/2024,6/29/2026,7/25/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0082001,,0,0,SBN ENTERPRISE INC,Black American,"TRUCKING & DISPOSAL OF EXCAVATION MATERIAL, DELIVERING TOPSOIL",No Subcontract Payments Submitted,Construction Services,35600.0,35600.0,0.0,9/16/2024,6/26/2026,001,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,SBN ENTERPRISE INC
CT184620248809798,yes,Sub Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,QG-323M: Queens Street Tree Planting FY23,0.0,0.0,0.0,6/30/2024,6/29/2026,7/25/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0082001,,0,0,SBN ENTERPRISE INC,Asian American,"TRUCKING & DISPOSAL OF EXCAVATION MATERIAL, DELIVERING TOPSOIL",No Subcontract Payments Submitted,Construction Services,35600.0,35600.0,0.0,9/16/2024,6/26/2026,001,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,SBN ENTERPRISE INC
CT184620248809702,no,Prime Vendor,DG ELITE CONSTRUCTION,Women (Non-Minority),BG-823M - Brooklyn Street Tree Planting FY24 in CBs 3 &4,500000.0,500000.0,492523.95,7/29/2024,7/28/2025,6/28/2024,Yes,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,,IOTB CONSTRUCTION,Construction Services,84624W0027001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,Not Applicable,Not Applicable,DG ELITE CONSTRUCTION INC,Not Applicable
CT184620248809683,yes,Prime Vendor,DG ELITE CONSTRUCTION,Women (Non-Minority),QG-1523M: Queens Tree-Damaged Sidewalk Reconstruction,5724923.0,5684923.0,2536941.39,6/30/2024,6/29/2026,7/23/2024,Yes,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Construction Services,84624B0022001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,DG ELITE CONSTRUCTION INC,Not Applicable
CT184620248809683,yes,Sub Vendor,DG ELITE CONSTRUCTION,Women (Non-Minority),QG-1523M: Queens Tree-Damaged Sidewalk Reconstruction,0.0,0.0,0.0,6/30/2024,6/29/2026,7/23/2024,Yes,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONTRACTUAL SERVICES GENERAL, IOTB CONSTRUCTION",Construction Services,84624B0022001,,0,0,GREEN EARTH LAND IMPROVEMENT INC,Black American,Trucking & Crossing Guards,ACCO Reviewing Subcontract,Construction Services,50000.0,50000.0,0.0,1/27/2025,6/26/2026,005,No ,No ,DG ELITE CONSTRUCTION INC,GREEN EARTH LAND IMPROVEMENT INC
CT184620248809597,yes,Prime Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,"QG-521M: Queens Medians Planting and Reconstruction, Queens",956177.75,956177.75,329183.92,6/30/2024,12/21/2025,7/22/2024,No ,No ,Department of Parks and Recreation,1015590553.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0031001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,Not Applicable
CT184620248809597,yes,Sub Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,"QG-521M: Queens Medians Planting and Reconstruction, Queens",0.0,0.0,0.0,6/30/2024,12/21/2025,7/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0031001,,0,0,SBN ENTERPRISE INC,Black American,MPT/TRUCKING/SOILS,No Subcontract Payments Submitted,Construction Services,40000.0,40000.0,0.0,6/30/2024,12/21/2025,003,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,SBN ENTERPRISE INC
CT184620248809597,yes,Sub Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,"QG-521M: Queens Medians Planting and Reconstruction, Queens",0.0,0.0,0.0,6/30/2024,12/21/2025,7/22/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0031001,,0,0,SBN ENTERPRISE INC,Asian American,MPT/TRUCKING/SOILS,No Subcontract Payments Submitted,Construction Services,40000.0,40000.0,0.0,6/30/2024,12/21/2025,003,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,SBN ENTERPRISE INC
CT184620248809266,yes,Prime Vendor,SANDHU CONTRACTING INC,Asian American,CNYG-722M Citywide Roof Reconstruction,2866000.0,2866000.0,73950.0,6/3/2024,6/3/2027,6/26/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, CONTRACTUAL SERVICES GENERAL",Construction Services,84622B0109001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,SANDHU CONTRACTING INC,Not Applicable
CT184620248809266,yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,CNYG-722M Citywide Roof Reconstruction,0.0,0.0,0.0,6/3/2024,6/3/2027,6/26/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, CONTRACTUAL SERVICES GENERAL",Construction Services,84622B0109001,,0,0,MNK ENTERPRISES LLC,Asian American,Sidewalk shed & scaffolding,ACCO Reviewing Subcontract,Construction Services,35000.0,35000.0,0.0,11/18/2024,6/3/2027,003,No ,No ,SANDHU CONTRACTING INC,MNK ENTERPRISES LLC
CT184620248809266,yes,Sub Vendor,SANDHU CONTRACTING INC,Asian American,CNYG-722M Citywide Roof Reconstruction,0.0,0.0,0.0,6/3/2024,6/3/2027,6/26/2024,No ,No ,Department of Parks and Recreation,,2,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,"CONSTRUCTION-BUILDINGS, CONTRACTUAL SERVICES GENERAL",Construction Services,84622B0109001,,0,0,MNK ENTERPRISES LLC,Asian American,Sidewalk shed & scaffolding,ACCO Reviewing Subcontract,Construction Services,35000.0,35000.0,0.0,11/15/2024,6/3/2027,002,No ,No ,SANDHU CONTRACTING INC,MNK ENTERPRISES LLC
CT184620248809212,yes,Prime Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,"BG-1423M Fulton Mall Streetscape Reconstruction, Brooklyn",4541619.35,4415569.35,693549.7,6/30/2024,6/29/2025,7/18/2024,No ,No ,Department of Parks and Recreation,1016195943.0,4,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84624B0120001C003,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,Not Applicable
CT184620248809212,yes,Sub Vendor,DRAGONETTI BROTHERS LAND SCAPING NURSERY  FLORIST INC,Non-M/WBE,"BG-1423M Fulton Mall Streetscape Reconstruction, Brooklyn",0.0,0.0,0.0,6/30/2024,6/29/2025,7/18/2024,No ,No ,Department of Parks and Recreation,,4,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84624B0120001C003,,0,0,EAST END SOLUTIONS INC,Women (Non-Minority),"Radial bench with wood slats, Stainless steel tree pit guards, Stainless steel edging",No Subcontract Payments Submitted,Construction Services,1184927.0,1184927.0,0.0,6/30/2024,6/29/2025,001,Yes,No ,DRAGONETTI BROTHERS LANDSCAPING NURSERY  FLORIST INC,EAST END SOLUTIONS INC
CT184620248809162,yes,Prime Vendor,JRCRUZ CORP,Non-M/WBE,MG-122M Manhattan E. Side Coastal Sidewalk Bioswales,3819856.0,3819856.0,0.0,6/30/2024,4/21/2027,7/8/2024,No ,No ,Department of Parks and Recreation,1015584130.0,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0027001,,0,0,NOT APPLICABLE,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0.0,0.0,0.0,,,Not Applicable,No ,No ,JRCRUZ CORP,Not Applicable
CT184620248809162,yes,Sub Vendor,JRCRUZ CORP,Non-M/WBE,MG-122M Manhattan E. Side Coastal Sidewalk Bioswales,0.0,0.0,0.0,6/30/2024,4/21/2027,7/8/2024,No ,No ,Department of Parks and Recreation,,1,-,CONSTRUCTION,COMPETITIVE SEALED BIDDING,IOTB CONSTRUCTION,Construction Services,84623B0027001,,0,0,GROUND PENETRATING RADAR SYSTEMS INC,Non-M/WBE,Underground Utility Markouts,ACCO Reviewing Subcontract,Construction Services,30000.0,30000.0,0.0,11/1/2024,12/30/2025,013,No ,No ,JRCRUZ CORP,GROUND PENETRATING RADAR SYSTEMS LLC
